,0,1,2,3,4,5,6,7,8,9,10,11
164,DBAFHFC,FHGEBBA,ABEGHFC,DCBBEGH,HEGGDAA,FHEACFB,BACFHGE,ABGHFDD,BDGHFBA,BBDGHGB,DBACEGH,CAEFBFH
165,HGEBACD,FEEDCCF,ABGDDHG,GGGEDAB,ABEFFGF,BBEEBEH,ABDCFGH,DCCBGFF,GFEFECA,HGFCCBB,HHCBBED,ADGEGFB
166,HHFCBBB,HFFDBAD,BABGEFG,BBBBFHG,HFDBCDB,HGECABE,ABCFHGF,HGFDCBA,HGECCBA,AACEGHH,CDGHGAB,DBBDCGH
167,HGGECBA,BBBCFHH,ABFFGEF,AFFGHCB,GGFEDBA,DABCEGH,BEHHECA,HGECBAE,ABCEFGH,HFFECBA,HGGDCBA,HFCDCCB
168,HGECBCB,CBACFGH,BHHECBB,FFBABFH,HHFDCBA,FGHEAAD,HGEBABE,BDCBCGH,ABDGHGD,CABEHFF,FGHFDBA,HDAADGF
169,ABEGGGF,HGEDBBB,ABCEGHG,HGFDBBB,ABDEFGH,EGGGFBA,DEHGCBB,ACEGGFC,HGFECBA,ABCEFGH,HGFDBAC,ABCDFGH
170,HGFDBBA,CCDBBHH,BBBCEGH,AEDEFEG,ACGGFFC,HGFEDBA,FBBBDGH,AEHFEDB,HFBABDF,BDEHFEB,DCCCHGC,BCHFGBD
171,ABDFGGG,HGFDCBA,HGFDBBA,BBCDFGH,ABDFGGG,HGFECBA,GFHEABD,ABDFFGG,GGFFDBA,HGDCBBB,ABCDFGH,ABCEFGH
172,AAEGGDG,HFCACFF,HFDAADG,GFCABFG,BABEGHG,HEAADFG,CFHGDBA,CBBCFHH,GGGFBAA,HHEBBCD,BACFHGC,ABEGHEE
173,HGFDBAB,HGABCFF,BBBCEHH,ABEEFGH,BFGGFBA,HGFEDBA,CBBCEGH,HGFECBA,CBBBEHH,FGGFDBA,AACEFGH,HGFEACA
174,HGFDBBB,BBBCFGH,EHGECBB,GECABFH,HGFDCBA,GGGECAA,ABCEGHG,DBABEHH,ABCDFHH,HCADFDE,FGGFDBA,FBACFHF
175,AABFGGG,HGFECAB,CGEFADF,HFCDDDC,ADDFDGG,GFFFECA,BBBCEGH,HGFDCBA,HGFECBA,HGEDDCA,ABCDHFG,ABDEEGH
176,GGGEBAB,HGCBBED,GDEBBHD,BBCDEGH,ABDEFGG,DDEHGCA,CBACFHH,HFFFDBA,HGFECBA,HFDECBA,DDFDGCB,GGGBBCC
177,ACFGEFF,BCBCDHH,ABCGFGF,HGFECBA,BABDFGH,ABCEFGH,FGHECBA,HGFFDBA,HGCBBCE,ABCEFGH,GHGECAB,FCACGEG
178,HHFEBAB,ABCDFHH,GCBECGF,GGEDCEA,HGFDCBA,ABCEFGH,HGFDCBA,ABDEFGH,ACGGGEC,CCGGFEA,HGFCABD,GGGEDBA
179,BBAEHGF,HHFDCBB,GDBAFEE,CEBBDGH,ADCEEGH,DBBDHGD,CFFBAEH,DHGCCCB,GEGGDAB,HFEDEBA,FHEFBDA,BCGFCGB
180,ADHHFCA,HGFCBBB,AACEFHG,HGFECAA,BBBDFGH,ABDFGGG,FGHECBA,GGFFDBA,HFCABDG,ABCEFGG,HHFECBA,EABCGHF
181,FHGFCBA,EBCCDHG,BAGFFDF,BACEGFH,DBCDCFH,GGFCCEA,ABCDFGH,ADGFFFD,GGGEDBA,HGGDCBA,HGFECBA,HHCBCBE
182,ACDDEGH,HGEECAA,HEEGDBA,HGGDBBB,BBBCFGH,ABDEFGH,GHGECBA,EBABEGH,EDABDHH,AACFGEG,HGGEABB,ABCEFHG
183,ABDFGGG,HGFECBA,HGFDCBA,BBBDFGH,ABDFFGG,HGFECBA,ECHFACF,ABDFGGG,GGGFDBA,HGEDCBB,ABCDFGH,ABCEFGH
184,ABDFGGG,HGFDCBA,HGFDCBA,ABBDFGH,ABDFGGG,HGFECBA,FFHEAAD,ABDFFGG,GGGFDBA,HGECCBB,ABCDEGH,ABCEFGH
185,ABDGFEH,HEABGFD,HGFDCBA,ABCEGGG,HGECBBB,DGGGECA,BABDGHG,BABEGGH,DFGGEAA,FFGGFBA,ABCEFGH,ADGGCBF
186,HGFCBBB,ACGGFEE,ABEFGGC,ABCEFHG,GGGEABB,GGGFDBA,HGFDBBB,ABCEFGH,HGDABDE,ACBFGEH,BBCDEGH,HGGEBAB
187,ABCEFGH,HGGEBBA,HFFFDAA,HHGDBBB,BBBCEGH,ABCCFGH,BDHHEBA,HDDCBCC,BBCFHHC,BDFHGDA,HACFFFB,CCBBEGH
188,FDCABHG,HGFBBDB,GFGFBDA,GGGEBAC,ABCDFGH,CDABFGH,HFBABEG,ABEGFGF,GGFFDBA,HGEDCBA,BBBCFGH,DBGHCBD
189,HGFDCBA,AADDFGH,ABFGEDG,FGGFDBA,HGFECBA,BACDFGH,ABDGHGE,HGFDBAB,ABDEGGG,HGFDBBB,BCFGGFA,HGEDDBA
190,BBFDHGC,GHEAADD,GEBADGG,EDBBCGH,CCBADHH,HHFBABC,ACGHFCB,BACDFGH,HGGEBAB,FCFGEAD,GGGEBAB,ACFGCEH
191,AACEFGH,AAEFFHG,FBDCHGB,GHGEBBA,HGFDBAB,ABCEFGH,ABDGGFE,HGFECBA,GDABCGH,ADDBDGH,FDDHEBB,HFEFCCA
192,ABCGGFG,FEHGDBA,GFCAAFG,DDBBCFH,ABDGGGF,HGFECAB,CEHHEBA,ABCEFGH,FGGGDBA,HCBBBFG,ABCDFHG,CABEGFG
193,CDHHEBA,HGEBBCD,AADEGGG,HGFDBAB,ABCEFGH,ABCEGGH,HHFDBBB,HGFEDBA,BBBCEGH,ABDEFGG,HGFECBA,GFFEBEA
194,ABEFFGG,BABEGHG,HGFECBA,EHGFBBA,ABEGFFG,AFEFGGB,FGGFCAB,BFFGGCA,HGDCCBA,HGGEBAB,ACFGGFB,ACFGHFB
195,ABDEDEH,AEGGDCE,ADEGGFA,HGFECBA,AACEFGH,ABEFGGG,ACGHFDC,FGGFEBA,HGFDBAA,ABCDFGH,FGGFCAA,GGFFFBA
196,ABEGGFG,EEBCFCH,AEFGGFA,HGFDCBA,BABDFGH,ADFGGEC,ABBEGGG,AEGHFDA,HGFECBA,BBBDFGH,AEGFFFC,HGBABFF
197,ABBFHGD,AAEHGED,DBACGHG,DBBBDGH,GHGDBBB,ACEGHBD,HGECBBB,BBBDEGH,CEGHFCA,HGDBABE,BDGHGDA,BABDFGH
198,DCBBEHG,DBADGHE,CBACFHG,ECABEGH,HFBBBDG,HGGECAA,BDCBDHH,ABGHFDC,BDHHEBA,CEGHFBA,BBEGHEB,AACEGGG
199,BEHGFCA,FDBBBFH,AADEGGF,HGFDCBA,ABCEFGH,ABDFFGG,HHFDBBB,GGGFEBA,HFCABDG,ABDFFGG,HGGDBBA,BCDBDFH
200,ABDGGEG,GHGEBAB,GGGEDAA,FFDAAFH,GHGDBAD,ABCEFGH,GHGDBBA,HGEBCBB,BDFGHDA,BABDFGH,HHFBABD,GHGDABC
201,ABCCFHH,CAADGHG,HFCABEF,GEBACGH,CABCFHH,ABDFGFG,HGECBBB,CCBBDHH,HGDAADF,EFGGEBA,ABCDFGH,HHFBABC
202,HGFEBBA,CBCCDGH,ABCEFHG,GGFFAEA,GGGECBA,FBACEGH,ABCEGGG,HGFECBA,ABCDFGH,ABDEDHH,HGGEBAB,HGDCCBB
203,ABDFGGG,HGFECBA,HHFDBBA,BBBDFGH,ABDFGGG,HGFECBA,CCGGBBG,ABDFGGG,GGFFDBA,HGEDCBB,ABCDFGH,ABCEFGH
204,HGFDBAB,FDAFDDG,DBBCDGH,ABBDGGH,DFHFECA,HGFECAA,ABCDFGH,HGFECBA,ABCDEGH,ACEEFHC,DACEHGC,DEGCADH
205,HGFDAAD,GGEABCE,GGGBDBB,BBBCFGH,ABDEGGG,EFFFFCA,CBBCEHH,HGDDCBB,HGGECBA,GCBCDFG,BDAFEHF,GFGFDBA
206,ABFHEGC,HFGEBBB,FBAGHFC,GGFFDAA,BBBDFGH,ABDEGGG,GHGDBBA,GGFFDBA,DBCCDFH,ABCDFGH,GFFEEEA,BFCEHBG
207,ECBGHDA,AADGHFD,BBBDGHG,DABCEGH,HDACCEH,HDABCGF,BCGHFCA,BGDCCCH,HHECCAC,GHGDBAB,EGHFCAB,CFHGDAB
208,ABCFFGH,HHECEBA,BEECHGB,GHGECAA,ECBBCGH,CBBCEGH,ABEHGED,HGFECBA,HGFECBA,AACEGGG,ABDCEGH,ABCDFGH
209,CEGGDEB,HGECCBA,HGGDBBA,BBBCEGH,ABCEFGH,CDEGGEA,HGECBBB,ABCDGHG,AEFGDGC,HGFDCBA,CBECCGH,BABEGGH
210,HGECBAC,EHEDBBF,DEBBCGH,ABDEGGH,ADDCFGH,GGGFDAA,CBBBEHH,HGBBEDC,HGFFCAA,AFGFGEB,FEFACGC,HEEEBCB
211,DGHECAB,HFGFBCA,FDHFBAE,HGDCBBB,BBBDFHH,ABCEFGH,HHFDCBA,ABBEFGH,AABEFGH,CADEFHE,HGGDBBA,ABCEGHF
212,ABCEFGH,GECGGCA,CBBCEGH,ACCGFGE,GGGFDBA,HHFCBBB,ABCDFGH,HGFECBA,FBBCDFH,ABDGGEG,ABCDEGH,BFGGBEC
213,BFHGDCB,HGEEBBA,HGDBDCB,AAFGFFG,ABBEGGH,GGGEBAB,ABFHGEC,CACHGFD,HGGECBA,FBBFFGC,AADEEGH,ABCEFGH
214,CFHGEBA,HHFDBBB,CEBBCHH,ABCDFGH,AADFGGG,GGGGEAA,AACFHGF,CAGGGDB,HGFECBA,HGFDCAA,BCDBCGH,ABCEGGH
215,ABFGFFG,ACBCFHH,ABCFFHF,HGFECBA,AACEFGH,ABDFGGG,ABGHFDC,GGGFDBA,HGFECAA,ABCEFGH,HHFECAB,BBBCFGH
216,ABCEFGH,HFEBBCC,GGFFEBA,HGECBBC,ABDEFGH,ADFGEGB,GHGDBBB,EDFGGEA,HGFCBBB,ABCEFGH,ADFFGGC,GGFEABD
217,HGFECAA,DDCBBGH,ACHGGCC,ABCEGHG,GHGDCBA,ACEGHFB,HEBABEH,ABDEFGG,GHGCBAC,GGGECBA,HGFDCCA,GGGDBBB
218,FBBBFHE,ACGHFEC,EEBADHG,GGEBCFA,CABDFGH,ABCEFGH,HGFDCBA,HGFDCAB,ABDFDGH,BDGHEBB,CHEACDG,HGFDBBB
219,DGGGDBA,HGFDBBA,HHFBBCB,AACEFGH,BFDCCEH,FGGGDAA,EGHFCBA,ABEFFGG,FGGFDBA,HGFDCBA,HGDECAB,ABBDFGH
220,DGGGBAB,ABDGGFF,BBBEFHG,GGGECBA,HFCABDG,ABDEFGH,FGHECBA,HGFECBA,ABCEGGH,GBEAEFF,ACECEGH,DEGGFBA
221,HGDDCAD,ABBEGHG,GFFFAAF,ADHGEBD,GDDGGBA,HFEFDBA,CBBCEGH,ABDFGGG,HGFECBA,BABDFGH,DACEDFH,HHEBABD
222,ABEEFFH,HGCADDC,GGFFDBA,HGFDBAB,ABCEFGH,ABEGFFF,BDHHDCB,EFGGDCA,HGFDBBA,ABBDFHH,ABCFFGH,GEEFFBA
223,HGFECBA,BBEDCGH,BBCCEHH,EGGFDBA,HGFECBA,ABCDFGH,BDGHFCA,HGECBBF,ABDFGGG,HGEDABD,FGGEDCA,HEDDBCE
224,ABCEFGH,FGEGEAB,GGGFCAA,HGGECBA,ABCEFGH,ABCFGGG,HGECBBB,GGFEEBA,BBBCEGH,ABEFEGH,HCEDFEA,GGEEFBA
225,HGGDBAC,HGFDABB,AGFEECE,ABEDCGH,AAEFFGG,DEGGGBA,BBBBDHH,HGFECBA,HGGECAA,GHABFCE,ABCDFGH,HFFFCAB
226,BACCFHG,ADCFHDD,ABCCHGF,FGFAFEB,HGFDCBA,HGFCABD,ABCDFGH,HGFDCBA,DBBCFHH,ABBEFGH,HGFDBCA,ABCGHEG
227,DGGGDBA,HGFDCBA,HGBABEG,ABCDEGH,ABEFGGF,GGFEDBA,BABDGHG,HDBCEED,FGGFEBA,HGFECBA,FCBBCFH,ABCDFGH
228,ABEEFGH,FDGGEBA,HHECCBB,GGDCBBF,ABCDFGH,ABFFFGG,HGABCDF,ABCFGFH,GGFEDBA,HGEDBBB,BBDCFFH,FEBBEGC
229,ABGFEFG,FHGFCAA,FCBBBGH,ABEFGGE,FFGFEBA,HGFECAA,ABCDFGH,HGFECBA,EBBBDGH,ABEFGGG,CBBCEFH,GFEEFDA
230,ABCEFGH,ABDEGFF,HFGFBBA,HGFECBA,ABCEFGH,ABDFGGG,GGHEBBA,FGGFEBA,HGFCBBC,ABCEFGH,BDACFGH,GHEFDCA
231,HGFDBBA,BBBDFGH,ABGEDDG,GGGFDBA,HGFECBA,ABCEFGH,ACFHGDB,HGFDCBA,ABCEGGH,HGFEDBA,HHDCBCB,HHFDDBA
232,EDBADHH,FCBADGH,HFCBADG,EGHFDAA,AACEGHF,GCBBCFH,FCABCGH,ADCBFHG,AEFBCHG,HFCBBDF,HHFDBAB,ABEFEGG
233,ABFGEHD,HGFCABE,HGECABE,FAEGGDA,ADGGFDC,CBACFHG,DBACEGH,HHECBBB,ABDEFGH,HGEABDF,HGDABCE,CEABFHF
234,DFGGFBA,HGFCBBB,BBEDEEH,AADFGGH,ABCDFGH,FFGFEBA,ABFHGDB,ACBCFHH,HGFFDBA,HGFDCBA,HGFEDAA,ABCDFGH
235,BBCEEEH,ACGGGDE,GCAEHEB,HFEFDBA,AACEFGH,ABCEFGH,GGHECBA,HGFEDBA,HGDAADG,BDBBFGH,FBADGFG,GHGEDAA
236,CEGHFCA,HGGECBA,HDDBDDD,ABBFGGH,ABCEFGH,GGGCABD,EGHFCBA,AAEFGGG,HGFFDBA,HGFCBCB,GGFDEBB,ABBEFGH
237,HGGEBAB,ABCCGGH,BADGFFG,FGGEDBA,HGEBABD,ABCEFGH,GHGECBA,HGFECBA,ABCDFGH,ABEGFEG,HGDCDBC,HGGECBA
238,HGFDBAC,GGHEBBA,CBBDDGH,ACDDDGH,GGGECBA,HHEBBBC,ABCDFHH,HGFECBA,ECBBCGH,ABEEFFH,BDFGCBG,HHFBBBC
239,GGGFCBA,HHECCBB,GEDAAFH,AACDFHH,ABEEGGG,GGFFDBA,BBBCFGH,DFHGBBB,GGFGDBA,HGFDCBA,DDCADGH,ABCEGGG
240,HGDBDCB,DCBBEGH,EHDACDE,CEFEHEA,DCBBDGH,HGFDCBA,ABCEFGH,ABEEFGH,BACHGEF,GEGCEDA,FFBEBDH,GGGFCBA
241,HGFECAA,BBBCFGH,AACEGGG,CEGGGCA,HGFECBA,FBABDGH,ABDGHFD,GFCBADH,ABCEFGG,ACCGDFG,HGEFDBA,HHECBBC
242,ABDFGGG,HGFDCBA,HHFCBBB,ABBDFGH,ABDFGGG,HGFECBA,FEHEABE,ABDFFGG,GGGEDBA,HGDCBBB,ABCDFGH,ABCEFGH
243,ADFHEDD,CHEECDB,GEFABDG,HGCFCBB,ABBDFGH,ABDEFGH,GHGDBBA,HGFECBA,HECABDH,ACCDEGH,EEGEFAD,EGHDCEA
244,FGGFCBA,HGDBACG,AEHGFDB,HEBABEH,ABDGGGE,HGECBBB,ABCEGGH,HGECABG,GHFECBA,ABCEFGH,HGEBACE,DFGGDAA
245,EDBADHH,GGFFEBA,BABEGGG,HFBACCF,HHFBBBC,GHGEBAB,HHEBACE,DBAEHGE,BCBCEGH,HGDBACE,GHGEBAB,ABFFDGG
246,GGGFCAA,HFGCCBB,GFCAEED,ABCEFGH,ABDEFGG,HGGECBA,BBBCFGH,GGFGEBA,HGFECBA,HGDCCBA,FBECEDF,ABDEGFH
247,ABFGFFF,EBADGHG,HGDCBBC,ACDDDFH,ADGHFDB,HGCABDF,HHFCBBB,ABCEFGH,HGFECBA,BBDGHGB,ABDEFHG,DAADGHF
248,ACGGHDB,HHFDBBA,HGGBBDB,ABBCFHH,ADFGGDB,HHGCBBB,AACFGGG,GGGFDBA,HGFECBA,BBACEHH,ABCDEGH,ABDEEGH
249,ACGGFDD,HFFCAEC,GFGEDCA,GGGEDAA,BBBDFGH,ABDFGGG,CEHHDBA,GGGFDBA,HGEDBBB,AADEGGF,FGGFBAC,ACBDHGG
250,AACEGFH,FCAFHEB,GEBACFH,GHGECAA,FEDAAFH,HGEFEBA,ABCDGHG,FDBADGH,BCFHGEA,HGEDCBB,ECABEGH,ABFGCEH
251,FHEFBAC,GHFECBA,BCBECGH,ABCDFGH,ADDFGFF,GGGFCBA,ECBBDGH,CHHFCBB,HGFECBA,HFBDDCB,ACEBEGH,ABCEGGH
252,AADFGGG,HGFDCBA,HGFDBBA,ABCDFGH,ABEFGGG,HGFEDBA,GFGDABE,ABDFFGG,GGGFDBA,HGECBBB,ABCDFGH,ABCEFGH
253,GBCEHDB,ABEGGFE,EFBACGH,HGFCABD,GHGDCAA,ABCEFGH,CEHGEBA,HGFDCBA,ABCDEGH,ABDDEHH,EABGGDF,HHFECAA
254,ABCEGGH,BAEGFGD,DGEDGBB,HGGEBBA,GDAADFH,ABCEFGH,EGHGDBA,HGFEDBA,GDAACFH,ABCDEGH,GBAEFDG,EDDGCFB
255,ABDFGGG,HGFDCBA,HGFDBBA,BBBDFGH,ABEFGGG,HGFECBA,DCHGBBF,ABDFGGG,GGGFDBA,HGECBBB,ABCDFGH,ABCEGGH
256,ABEFHEE,HFCABFG,HGECBBD,EHGFCBA,ABEGGFE,HFCABEG,HHFDBAB,ABCEFGG,HGDBACF,HFDBBCE,CDEFHEA,ACEDCGH
257,ABCDFHH,ACEGGGD,GHFDBEA,GGFFCBA,FBACEGH,ABCEFGH,ABGHFDC,HGFECBA,HGFCBBC,ABDDFGG,ABFEEGG,FFGFGBA
258,HGECACC,DCABEGH,EHGDCBA,GHEBABF,HGFDBBB,ABCEGHG,HGFDCBA,AACEGGG,ABCEGHF,CABFHGF,DDEGHDA,HGCABDE
259,ABEGGFE,HHECBBC,CCFCFGB,HGECBBD,ABCEFGH,ABEHGEE,GHGDBBB,DFGGFCA,HGFCBBC,ABCEFGH,HGFECBA,HGFECBA
260,ABEEGGE,FGGFDBA,ACGHFEC,GGECABG,ACEDDFH,GGGFDBA,ABBDGHH,GFCAAFG,GGGFDAA,HHFBBBC,DDFGGCA,ACEGEEG
261,ACGGGDD,BGGBCFD,ABCEFHG,GGFFEBA,HGECBAD,ABCEFGH,DGHGCBA,HGFEDBA,BBBCFGH,ABDDFGH,EFGHBBB,DGACFGB
262,CBBCCHH,CABEGHG,ECABDHH,HGECFBA,AACEFGH,ABCEFGH,HGEDCBB,HGEDCAB,ABEFDFH,CFHGCAC,BEBCDFH,HGFDBBB
263,HHECBAD,ABCEEGH,DFEAFGD,HGBDECB,BACDFGH,BEHGBBF,AACEFGH,FHFFDAC,GGFEDAA,HHEBBCB,BDDEHFB,EGFFDCA
264,HGFECBA,HFECBBD,HGFDABC,ACHGGCC,HGEEDBA,ABCEFGH,HHFDCBA,BABDFGH,ACEFGGC,HGDCBBC,GBBDDGF,ACFEHEF
265,HGFDBBB,FEBCCDH,EFHDDAD,BCCCCGH,ABCEFGH,BBBDHGG,HFDBBCD,FGFFDBA,GFGFDBA,FBDFGFA,GFFEDAB,BBCDFHF
266,AFHGDBC,HGFDBAA,DCBAEHG,FFHDCAC,ABCEFGH,FGGFDAA,CFHGDBA,AACEGGG,GGFEDBA,GGGFEBA,FFEBADH,ABCEFGH
267,HGFEBAB,ABDFGGF,GGFFBAD,HGGDCBA,HGDBBCD,ABCEFGH,FGHFCBA,HGFECBA,ABCDFGH,HGFDCBA,EABDEFH,HGDFBBB
268,FECACFH,AACFHGF,AACEGFH,HHEDCBA,GGGECBA,HGEBBCD,ABCEGHG,HGFECBA,ABCEFGH,CCBCDGH,HFCBDCF,HHFCCBA
269,ABCGFGG,GDGGFBA,ABDGHGE,BDBBGHG,GGGEBAC,BABEHHE,ECBBDGH,EHGFDBA,AEGHEDA,FGHFBAC,FGBBGGA,ABEGGDG
270,DGHEBAC,GGGDCAA,HFBBBDG,BBBDFGH,AAFEGFF,GGGEDBA,CBBCEGH,HHFCBBB,HGFDBAB,EGFFFBA,CBBBEGH,AACEFGH
271,FGGFDBA,HGFCCBA,GEBACFH,CBCCDFH,ABDEFGH,FGGGCAA,CEHGDBA,ABFGFFF,HGFEBAB,HGEEDBA,FGCABDH,ABCEEGH
272,HGECCBB,HHEDCAB,DFCADFH,ABCEFGH,BBEGGGB,HGFECBA,BBBDFGH,HGFECBA,HHEBBBE,ABFEEGG,ACGHECE,HFDCBFA
273,HGGECBA,HGFACDC,ACCCGGG,ABBFFGH,AADFFGG,HGEEEBA,DABDFFH,ACFDGGE,FFDDGDA,GHGCBCB,DFFCEGA,HGBBBFF
274,BBBDEFH,DHFECAD,CABEGHF,FHEABFC,HGDABDF,ABCEFGH,GHGECBA,HGFECBA,ABCEGHG,CCDGHDA,ACGEDFG,HGGDBAB
275,BBBDGGH,GHFECAA,HHEDCBA,ABDEGHE,HFDDDCB,HGEEEBA,ABBDFHH,GFCADFG,GGGFDBA,HGFDCBA,HGFDCBA,ABBDFHH
276,ABFGGFD,HGEDCBA,GHGDCBA,CBBDDGH,ABDEFGH,BACFFGH,HHFDBBB,BBBDGGG,HGFCBBB,BBBCFHH,EBADDFH,ABCEGGH
277,GCADHFC,BCGHFCB,BDHHEBA,ADGHFCC,BBGHFCC,DDHHDAB,BDACHHE,AFECBFH,DCBBEHG,ECADGHD,BBEHHEB,BEHHCBD
278,HGFDBAB,BBBCFHH,AADFGFH,CFFEEGA,HGFECBA,GDABDFH,EGHGDBA,GECBBFH,ABCEFGH,ACGFFGB,HGEDDBA,HGEDDBA
279,HGFDBAB,ABCEGGG,AACFGGG,HHFDCBA,HGFDCBA,ABCEFGH,ACFHGDB,HGFECBA,ABCDFGH,FGHFBBA,FGGFDBA,HEDFFCA
280,ABDEEGH,ABBEFHH,FFGFECA,HGFDCBA,ABCEFGH,ABEFGFF,ABEHGED,FFGGEBA,HGFECBA,ABCEFGH,BFGHFCA,FBCGEEC
281,DACDFHE,HFGCBDB,EDGBAFG,GFFFFBA,FCBBCFH,ABDFGGE,HGEDBBB,ABDFGGG,ABDEGGG,HGFECBA,BBBEGGG,ABCEEGH
282,ACCBGHF,BABEGHG,HGFDCBA,ABCEGGG,HGFDBBB,ACCCFHG,ABFHGDC,HGFDCBA,FDBACFH,CEGGFCA,CABDFGH,GGDABDF
283,HGFDBAC,BEDDGDE,GFEFCDA,BBBDFGH,AACEGGH,CFGHFAA,BBBDFGH,HGFDCBA,HGFDCBA,ADCFGDG,DDFFGCA,DGGFEBA
284,HGGDBAB,CDCBHGD,HHDCEBA,BBBCEGH,ACDFGFG,HGGCDBA,BBBCEGH,HHFDBBA,HGFDCBA,HGEDEAA,ABEDFFH,FFGECCA
285,ABBEHGG,BBBCFHH,GGFEECA,BCFHGDB,HGFECAA,ABCDFGH,BBBDEGH,HGFECBA,HGFECAA,ABEFFHE,AADFFGG,HGCABDF
286,ABDFGGG,HGFDCBA,HGFCBBB,ABCDFGH,ABEFFGF,HGFECBA,DDHGABF,ABDFGGG,GGGFDBA,HGECCBB,ABCDFGH,ABCEFGH
287,GGGEBAA,HHFBCBB,BAECEFH,ABCEGGH,ACBCFGH,ABCDFHH,HGDCBBC,ABDGFGG,HGEECBA,HGGECBA,HHEDBBC,ACCEEGH
288,HGFDCBA,ACFGGFC,ABBDFHG,GGGFDAA,HHFCBBC,ABCEFGH,CFHGDBA,HGFECBA,BBBDFGH,ABCEFGH,GGGEDAA,GGGDCBA
289,CEDBGGB,ADGHGCA,CBBCFHH,HGFECBA,AACEGGG,FBABFGH,ABEGDFG,HGEBADF,HGFDBBA,BABDFHH,HFBACEG,BDFGGDA
290,CCFBDHD,ABHHFDC,HGFECBA,ABDFGGG,DBABGHG,HGFECBA,CBBBEHH,HBCEGEB,HFBBBDE,ECBFHGA,BFGGFAB,ABCCFGH
291,ABBFHGG,HHFCABE,GGGEDBA,ABEGGFE,HGDCCBC,ADBCFHG,BBBDEGH,HGDDEBA,HHFDBBA,HFABDEE,BDGGGDA,ACFHGDD
292,EHGEBBB,HGFDBBA,GDBAEEH,ABDEFFH,ABDFFGG,BBBCEHH,HFCBCCD,AADEGGG,GGGEDBA,HGFEEAA,HEFCBDC,ABCEFHG
293,ADGGFDD,HGFDBBA,HHFDDAA,GFAEEAG,ABCDFGH,GGGEBAB,AADGGGE,AAEFFGG,HGFECBA,HHFCBBB,ABCDEHH,ABCEFHG
294,HGGDBBB,GGGFCAA,HHEBCBC,BBBEEGH,ABDFGGG,GHDDDCA,HGBBBEF,ABCFGGG,GGFFEAA,HGECCCA,ECEFFDB,ABEGGEF
295,HGFDCAB,BCBBEHH,ABBFFGH,ABDEGHF,HGGDDBA,DABCEGH,ACGHGDB,HGEDBAC,ABCEFGH,ABFGGFB,GGFFDBA,HGFEABC
296,BDCHHDB,GHFCABF,GGGFCBA,BABDFGH,GHGECBA,HDEDACE,BBBDFHH,EHGECBA,GGFEECA,CBBCEGH,GGGECAA,ABDFGGE
297,FFGGDAA,HHFCBBB,AACDGGH,EFGEDEA,BABEGHG,GGFFDAA,ACGHGDB,CACGFFG,HHEBACE,ADECDEH,BDDBDFH,ABCDFGH
298,GHFFBBA,HGFDAAD,ABECEGH,HFABFFB,HECEDCA,HGCBBCF,ABCEGGG,HGFECBA,HGECBBC,ACCCEHH,BADGGFC,CBBECHG
299,CHGEEAC,FECHFBA,AGGFECB,HGGECAA,HFGFDAA,ABCEFGH,BCGGGFA,HGFDCBA,ABCDEGH,ABEEFGG,GGGFCAA,CFEAEHE
300,HGFCBBC,HGEBCBB,BCBEEHG,BBBDEHH,ABDEFGH,GGGECBA,HFBADFC,BHFCDCC,HGFECAA,BBGGFFC,ADCCGEH,ABDEDGH
301,ACCBGHF,AADGGGE,HFDAADG,GGGECBA,ABDGGGF,HFBACEE,ABBDFHH,GGGFCAA,HGEDCBA,GDABCFH,DFGGEBA,ACEGHFB
302,HGFECBA,HHEBADC,ABDEFFH,ABCDFHH,GGGFDBA,HGFDBBB,ABDGHFE,GEBACFH,BEGHEAB,GGGCDBB,HGFCBBB,BBBDGFH
303,ABDFGGG,HGFDCBA,HGECBBB,ABCDFGH,ABEFGGG,HGFECBA,FEHEABF,ABDFGGG,GGGFDBA,HGDCBBB,ABCDFGH,ABCEFGH
304,BDCBEHG,GEBABFH,HGFECBA,ABCEFGH,HGFDCBA,ABCEFFH,ABFGGFD,HGFECAB,ABCEGHF,HGFDBBB,ABDEGGG,GBACEFH
305,HGFDCBA,ABBCFGH,HGCBBCF,BCFGGDB,HGGECBA,ABCEFGH,CFHGEBA,HGFECBA,ABCDFGH,BCBCEGH,HGDCBBC,HGFECAA
306,DBADHGF,HFFFCAA,BDGHFCA,ABEGGFD,ABCFHGE,CBBEHHD,BEHFBBG,FCBBCGH,HFCBACG,HHEBBBD,GHGDABC,CFEFGDA
307,ECBGHEA,ABFHGDB,BABEGHF,HGCBAFE,BFHFCBD,CEHFBAE,HGBACED,BBBCEHH,HFDDABF,HHFCBAB,EGHFBAB,EGHFCAA
308,GGGFBAB,BBDEEGG,FDGDEEA,FACECEH,ABCDFGH,ABCDEGH,HGDBACF,BGGGGCA,HGFEDBA,HGEBCBC,ABEEEEH,CGFGDCA
309,HGGECAA,DEGCDDE,GDDBAEH,ABCEFGH,AAEEFGH,GFGGDBA,BBBCDHH,HGFECBA,HGECCBA,ECDADGG,EGGECCB,HGEDBCC
310,HGEBACC,BACDFGH,HHECBCB,BADGHFC,GFGFDBA,ABCEFGH,FGHFCBA,HGECABF,ACBCGGH,FHGDBAC,EAADGHE,HGEBBCD
